Geneid,Reference_1,Reference_2,Test_1,Test_2
b2728,2.951609851,3.058203744,2.947898894,2.048395837
b2729,4.069875675,3.889562919,3.55002262,3.626653885
b2730,4.211641572,4.175532372,3.992016245,4.15646668
b2731,4.067028445,4.251396867,3.936108592,3.815216164
b2732,4.010077508,3.621124581,4.144815279,4.21227782
b2733,5.605848364,5.726184029,5.926890881,5.894507949
b2734,2.929010818,2.146075048,2.537624894,1.850620988
b2735,5.063257602,4.906148337,4.507921738,4.634085511
b2736,1.97915859,1.548964616,1.792993666,1.844154321
b2737,2.443843983,2.147031673,2.194949362,1.75898312
b2738,1.501501906,2.407505692,3.058812421,2.55027521
b2739,2.767502546,3.07101315,3.060303498,2.81987101
b2740,1.932409775,2.382494528,2.148201117,1.603453072
b2741,9.652369807,9.751825309,10.30340509,10.32470848
b2742,7.312333104,7.597171248,8.219222708,8.306314668
b2743,6.475547498,6.748298738,6.736058857,6.84373006
b2744,7.058474159,7.120874058,7.176965243,7.125521386
b2745,6.940181621,6.933640569,6.980060025,7.001270706
b2746,6.505546197,6.425166507,6.520860356,6.509140738
b2747,6.683861538,6.999907523,6.606129602,6.49614729
b2748,7.132527216,7.275345411,7.298162415,7.546378503
b2749,5.688355175,5.8610822,5.961309892,6.08171436
b2750,5.985204129,6.583876599,7.44265714,7.577753149
b2751,8.066935892,8.161480414,9.260663006,9.319824177
b2752,9.09841482,9.222871209,9.767890748,9.835875219
b2753,4.79366852,5.288037641,4.875815088,4.765045723
b2754,3.914388948,3.992685308,3.866090906,3.932711545
b2755,3.92644396,4.116641103,3.828272969,3.993112646
b2756,3.900288873,4.177210277,4.024980646,4.439143034
b2757,3.742391197,3.359448467,3.980848351,4.253720917
b2758,2.633473595,2.699776315,3.301838085,3.128149851
b2759,3.163638333,3.293250621,3.475478649,3.455740164
b2760,1.075788728,1.579652475,1.628826732,1.507997475
b2761,2.003181829,1.820521325,1.906874613,2.393409374
b2762,8.275573476,8.43485871,8.88284052,8.973036028
b2763,8.716488235,8.930131776,9.042540731,9.014476868
b2764,8.931970648,9.140705404,9.002267104,8.987763668
b2765,6.658680813,6.351166428,6.146836376,6.165299788
b2766,2.733672041,2.94212749,2.412612058,2.492606829
b2767,2.07129851,1.954149385,2.043428122,1.400718986
b2768,2.067858748,2.295144595,2.52977853,1.921162758
b2769,2.229336364,1.853769116,1.895721473,1.99402201
b2770,1.440765293,1.380338857,1.565063232,1.327354114
b2771,1.58454959,0.247236393,0.877696419,1.137441914
b4463,2.152823762,2.405309506,2.278131417,2.225911147
b2774,1.045075684,0.398581577,0.332499996,0.627317502
b2775,0.607152245,0.476552535,0.639635319,0.587361023
b2776,2.058305915,1.516122369,2.010926019,1.697504436
b2777,3.35116929,4.087829466,3.944884826,3.968380038
b4682,0,0,0,1.712493877
b2778,1.103659521,0.653517693,0.765610828,0.689755761
b2779,11.10930424,11.06168368,10.95698525,10.99373982
b2780,8.926630726,8.849795192,8.960188181,8.974685914
b2781,6.121060353,6.36037729,6.22047999,6.265834515
b2782,6.142772569,6.555331127,5.980678473,6.195939136
b2783,6.325980235,5.913223765,6.712987588,6.66652841
b2784,6.797730737,6.854314153,6.880901587,6.890725725
b2785,4.997502907,5.005408048,5.408201917,5.314733401
b2786,5.228969126,5.251883076,5.045840507,5.01649588
b2787,3.041010867,3.173137392,3.141421768,2.78791169
b2788,1.521051906,1.205136941,1.535561684,1.763175028
b2789,1.078644101,1.197872942,1.038446888,0.840820823
b2790,6.846150886,6.816569017,6.665405145,6.611823835
b2791,5.277659078,5.355044641,5.515765778,5.483563292
b2792,5.14766663,5.36351558,5.740790021,5.670956135
b2793,6.832675804,6.869073499,6.73598637,6.768340006
b2794,6.373567354,6.357808109,6.305733434,6.358636064
b2795,7.439349719,7.500792111,7.14027778,7.084392355
b2796,5.562718575,5.5999806,5.001473274,5.059978044
b2797,4.515695192,4.576158522,4.131787533,4.022962541
b2798,4.544402218,4.492142477,4.642911024,4.742376618
b2799,3.303843773,3.835768972,3.236048155,3.353612023
b2800,2.496676861,1.888246103,2.301558795,2.311542079
b2801,0.709019959,0.963148362,0.762223622,0.491951906
b2802,2.414153451,2.87525888,2.292829332,2.495809622
b2803,3.381993193,3.158940402,3.871761592,3.952527369
b2804,6.612190079,6.715157008,6.643471123,6.78871074
b2805,5.57951307,5.307811004,5.663319221,5.556389219
b2806,6.192293241,6.194560299,6.269460674,6.390990422
b2807,5.066385183,5.053617755,5.005616428,5.097807543
b2808,5.499943287,5.629270838,5.57301112,5.612334371
b2809,7.140046603,6.860268774,8.123549983,8.203923094
b2810,5.576390174,5.729423415,5.753782283,5.770949507
b2811,5.806659538,5.883179669,6.037751164,6.142964304
b2812,6.004138049,6.200138881,5.801711326,5.855437868
b2813,6.936650917,6.913966991,6.835180822,6.857077722
b2817,5.734976582,5.761656145,5.543852798,5.448771619
b2818,9.012179321,9.22655178,8.948444073,8.916970622
b2819,4.88951348,4.934050886,4.906516335,4.698022269
b2820,5.426100021,5.621043902,5.489632008,5.48066798
b2821,5.071980347,5.057117842,5.202538061,5.231369357
b2822,5.104166529,5.209699944,5.099681057,5.083777381
b2823,3.742391197,4.343331239,4.142640688,3.573055591
b2824,2.917624259,2.95294305,3.042690808,2.759435572
b2825,2.521715178,2.758098424,2.314227006,2.74268993
b2826,1.274871396,1.374668398,1.846086798,1.09505805
b2827,7.640324329,7.640376426,7.514247936,7.498785185
b2828,6.788473148,6.837322231,7.003701235,6.93891484
b2829,7.111335558,7.120351595,7.097063557,7.076220575
b2830,8.069374938,8.327762319,8.024350195,8.140496283
b4610,1.711289365,2.138458022,2.548589806,0
b2831,4.643073375,4.760160033,4.672775039,4.972838972
b2832,5.46212888,5.450768236,5.103652344,5.111805358
b2833,6.803340296,5.679514487,6.218979371,6.653929714
b2834,7.986491381,7.873664782,7.958037918,8.013750647
b2835,4.591111859,4.649023903,4.215240684,4.475407232
b2836,5.546641858,5.646636718,5.36549906,5.400093655
b2837,5.233072464,5.340008349,5.135524904,5.155428609
b2838,5.966941937,6.191474575,6.17100884,6.273409712
b2839,4.063296644,4.449088293,3.921021618,3.998182211
b2840,5.704388952,5.784955068,5.933532623,5.899411961
b2841,3.675975093,3.554822987,3.187722673,3.492896555
b2842,2.697073058,2.788311009,3.085084343,3.193261382
b2843,1.76418485,2.099982643,2.217542547,2.48633094
b2844,5.854433655,5.967544404,5.479177055,5.335919429
b2845,2.591903884,2.65236335,2.407734827,2.29742357
b2846,1.510319983,1.912984731,2.182776121,2.074724446
b2847,2.846349988,2.77965316,2.914441286,2.652030287
b2848,1.62140625,2.038087281,1.982784449,1.685256445
b4683,0,0,0,1.214981476
b2849,0.477612167,0.666413164,0.309310237,0
b2850,0.423502892,1.339884437,0.27248163,0
b2851,0.422010233,1.336332283,0.870388263,0.283973842
b2852,0.78947499,1.063379723,0.199058837,0.626763229
b2853,0.818335885,0,1.73363213,1.783936126
b2854,0,0.582309931,0.684848416,0.511541959
b2855,0.461033427,0,0.297979352,0.567666556
b2856,0,0,0.725059,0.753690211
b2858,1.645310882,1.797584372,1.287341415,1.641286143
b2859,2.487723784,1.526347632,2.484222013,2.670159035
b2860,5.359014353,5.679301566,5.408958622,5.578396317
b2861,5.980045052,6.012424893,6.461272914,6.423014608
b2862,3.388662336,1.807824895,3.526800986,3.634210603
b2863,3.602315989,3.695452284,3.424633359,3.523714438
b2865,6.082847948,5.920077944,6.274211024,6.334629232
b2866,2.520132012,2.825692117,2.759536866,2.623967416
b2867,2.524761797,2.473189824,2.812709257,2.722728237
b2868,2.637916001,2.750988021,3.000556108,2.667115742
b2869,3.074484491,2.816697375,2.821590083,3.080713342
b2870,0.767095122,0.70488096,0.823542256,0.70404783
b2871,1.261015229,1.031927071,0.953142134,1.227277989
b2872,1.910240029,2.415125596,1.850162491,1.935805709
b2873,1.770779984,1.487781941,1.612512582,1.512662477
b2874,3.28983323,3.551270223,3.701502097,3.61380687
b2875,2.233078936,2.365464409,2.526350889,2.585613475
b2876,1.451363392,1.846078836,1.576169605,1.337448484
b2877,3.272334293,3.268960951,3.127779798,2.901100468
b2878,1.26459183,1.430214401,1.271064024,1.120533747
b2879,1.397968443,0.956789589,0.997402973,1.033483556
b2880,2.00022883,2.277362388,2.259186829,2.006779341
b2881,2.240838575,2.512059775,2.602560979,2.592836073
b2882,1.598637765,2.012544069,1.993131861,1.718919476
b2883,4.207714982,4.014214798,3.625719251,4.043270219
b4464,2.971507204,2.990521456,2.999884805,2.890570825
b2886,2.251160077,2.835472954,2.115346976,2.304456786
b2887,1.408368227,1.850141132,1.804682409,1.614751537
b2888,0.657067774,0.427845308,0.357490557,0.529266358
b4684,1.218354138,1.577746408,1.776234808,0.887101992
b4753,2.993811772,2.16150271,1.271882502,1.990265305
b2889,5.653383225,5.675644423,6.022640695,5.977198795
b2890,9.27468835,9.30652938,9.126441522,9.049529649
b2891,9.268489108,9.405612357,9.144365894,9.104310422
b2892,6.468289914,6.778179333,6.445896346,6.474059352
b2893,6.983677744,7.216713728,7.19956802,7.125613233
b2894,6.033107679,5.994073564,6.118453065,6.216898764
b2895,7.161863062,7.068267668,7.077468758,7.006025995
b2896,6.78664061,6.977932623,5.830985635,5.789280806
b2897,7.73222738,7.414075983,6.884151292,7.162974924
b2898,8.286233491,8.392382382,8.427880218,8.445910337
b2899,5.984404274,5.694343351,6.595287722,6.558378534
b2900,6.833644339,6.749790656,6.848866281,6.857007734
b2901,6.962992131,6.965955962,7.07052128,7.068984938
b2902,4.004953167,4.357420898,4.145950376,4.084780938
b2903,6.269471755,6.376185277,6.24720302,6.193253753
b2904,8.248231608,8.282615546,7.611648481,7.599402273
b2905,7.379367901,7.610145347,7.591101993,7.494763526
b4754,2.316271327,3.989842029,3.714416204,3.310238554
b2906,6.124928544,6.248971216,6.06889731,6.035462221
b2907,6.396341261,6.510326668,6.182370578,6.119774909
b2908,7.840460179,7.947056569,7.904497795,7.903033785
b2909,8.028741719,8.136234185,7.950124096,7.912548548
b2910,9.186306231,8.99097551,8.967046362,9.008641826
b2912,6.000775382,6.106046474,5.824331666,5.806787792
b4665,1.920790045,0,2.136005891,1.477086831
b2913,11.04556141,11.1963282,11.0852559,11.02735668
b2914,9.102365454,9.028101952,9.421638767,9.396955824
b2915,2.600746997,3.272315569,2.178786172,2.370181891
b2916,7.045346454,7.141234298,6.964093752,6.918405486
b2917,1.559963561,1.39640389,1.535826008,1.69840457
b2918,1.22823186,1.589259208,1.606651942,0.976109311
b2919,2.067096164,1.950058191,2.434638757,2.307138145
b2920,2.018610971,2.238916797,1.986059709,2.014154401
b2921,3.367195008,3.269609483,3.317769416,3.169052388
b2922,8.129703243,8.204540285,8.472700791,8.4694379
b2923,5.13634096,5.305225786,5.179337643,5.223050299
b2924,9.257036367,9.299016203,10.04109071,10.05610038
b2925,10.69246373,10.83476278,10.63598072,10.62218791
b2926,10.20475714,10.37183902,9.957341045,9.99371323
b2927,7.960841282,8.000102741,7.754960414,7.797748926
b2928,5.878562469,5.85171313,5.737637433,5.732450253
b2929,6.204995391,6.005941979,5.830985635,5.828436991
b2930,1.144983679,1.352477936,1.110985325,1.220073181
b4465,1.122547707,1.244857643,1.46127234,1.705416812
b2933,1.139853733,0.782635686,0.853349604,0.944618017
b2934,0.461033427,0.644613024,0.297979352,0.785078953
b2935,9.468766606,9.620451686,9.248377465,9.152798187
b2936,6.177212423,6.393035396,5.518066372,5.422298209
b2937,6.343958826,6.751225148,6.523941354,6.383890941
b2938,8.321012994,8.388525107,8.679835267,8.658813704
b2939,7.183696706,7.28885565,7.293529822,7.473822149
b2940,2.283882053,2.493581086,2.514976056,1.990265305
b2941,1.218354138,0,1.387844309,1.643229693
b2942,10.33178895,10.42635473,10.75444357,10.71723212
b2943,5.577066028,5.556992044,6.319432093,6.344376404
b2944,4.634282167,4.913116655,4.503456374,4.391481284
b2945,3.015037621,2.808500993,2.693146927,2.721035814
b2946,6.301577875,6.386948404,6.426684545,6.515841405
b2947,7.080072418,7.222385469,7.248185912,7.177137887
b2948,7.8647628,7.999955734,7.75317122,7.814557956
b2949,6.969025686,7.09964451,6.906437958,6.892534109
b2950,0.749889872,0.81956578,1.167377921,1.137602332
b2951,6.718884523,6.678983173,6.5990067,6.650200534
b2952,6.497270955,6.886762883,6.967398869,6.924030604
b2953,6.326975671,6.323259321,6.713741359,6.827167551
b2954,7.027514652,7.171556283,6.996937817,6.948691716
b2955,6.323812326,6.443127069,6.066677364,6.047483771
b2956,1.580250069,1.799622011,1.818181889,1.541653068
b2957,3.088253035,2.850208496,3.37014726,3.132453201
b2958,4.584181045,4.812276778,4.679024132,5.01641657
b2959,8.672261546,8.735624888,8.733303853,8.893620199
b2960,7.299184001,7.431338958,7.468731401,7.505926754
b2961,6.348607976,6.357483263,6.356989966,6.420715453
b2962,8.037108937,8.139168547,8.313020289,8.292613149
b2963,6.309723468,6.19485859,6.293421571,6.328796704
b2964,4.244483728,4.412486833,4.387845778,4.483639391
b2965,5.705607124,5.918482828,6.31020413,6.267996514
b2966,3.62458239,3.189851981,3.008960732,3.097396771
b2968,2.914123474,3.366704654,2.74215131,3.165519687
b2969,1.55663781,1.965294806,0.960854674,1.083245656
b2970,3.123161392,3.313673522,1.525981398,1.511851624
b2971,4.958852539,5.205722799,3.3106761,3.181570843
b2972,5.088432341,5.00840884,3.666232423,3.746415257
b4466,4.893557465,5.008490733,3.465408392,3.267829486
b2975,3.61172487,3.243499291,3.449699802,3.490430619
b2976,5.590435299,5.763310789,5.505022721,5.564415823
b2977,5.48398612,5.384026459,5.866540122,6.056157547
b4467,3.818852228,4.277295796,4.03526906,3.963767289
b4468,2.846349988,2.582081253,2.52106725,2.652030287
b2979,3.26029891,3.346368056,2.730405584,2.548954446
b2980,5.993654996,6.002267418,5.544483135,5.601981961
b2981,1.890608721,1.317640748,1.497553644,1.829804706
b2982,2.306031334,2.624006488,1.724077157,1.306492634
b2983,1.444599716,1.266117891,1.336876411,0.849386818
b2984,1.465759884,0,1.22778364,0.884480517
b2985,1.63565612,0.76604345,1.835105876,1.232131506
b2986,0.974495232,0.783942564,1.020711726,0.694021786
b2987,1.740061861,1.585401147,1.318456444,1.513599256
b2988,7.163610624,7.258193542,7.107038439,7.108649716
b2989,7.315677755,7.426851127,7.697286117,7.727763764
b2990,4.490874914,4.529722813,4.278652691,3.964838428
b2991,4.013782052,3.581340859,3.396576712,3.287298327
b2992,4.69805586,5.097873771,4.711790851,4.733831135
b2993,5.477925122,5.372341687,5.280371504,5.136012028
b2994,4.151914521,4.284983972,3.934245572,3.901519586
b2995,2.091301112,2.390342062,1.809635521,1.124435374
b2996,2.792502494,2.263372543,2.299179825,1.759458347
b2997,3.555420436,3.313336823,2.586566204,2.507621639
b2998,2.164425666,3.14013463,3.075107061,2.942885333
b4658,3.292612893,3.442667855,4.114977468,4.161865876
b4755,2.164425666,2.634757986,3.779562367,3.310238554
b3001,4.747151662,4.659158918,4.740649774,4.676552985
b3002,8.039365402,7.998091465,7.748295415,7.738427798
b3003,5.786984527,6.032016142,6.022263799,6.045826259
b3005,8.360561743,8.35249721,9.995859187,9.9851719
b3006,8.531105857,8.681978405,10.24002689,10.2070001
b3008,7.250550236,7.338493466,7.736742992,7.728533735
b3009,6.223237021,6.291087325,6.119481684,6.027219793
b3010,4.598945945,4.400819183,4.724603953,4.804963544
b3011,6.045740491,6.295901711,6.290431693,6.294899482
b3012,7.004531914,7.097310983,7.255598761,7.225496935
b3013,2.596842487,2.677215852,2.699158724,2.576471169
b3014,2.084026071,1.96654222,2.520501711,2.93312311
b4469,6.616829546,6.63779834,5.295262673,5.424412352
b3017,6.771590495,6.836503662,6.344048563,6.281851295
b3018,6.54571706,6.598587594,6.478947379,6.54733708
b3019,6.576384508,6.825018564,6.615271948,6.577064654
b3020,4.570989506,4.880904429,4.213137517,4.10220077
b3021,6.499837034,6.309586147,6.29326385,6.424057196
b3022,6.544019981,6.040988389,6.835180822,6.866421389
b3023,4.959438414,5.334690455,5.109885177,5.143541226
b3024,8.495374607,8.404887531,8.231834055,8.407373763
b3025,4.062175219,3.90896124,4.353787732,4.210565376
b3026,4.042597388,4.259756536,4.041601504,3.984212123
b3027,1.002935292,1.323189264,0.939365827,0
b3028,6.775836233,6.789025546,7.313293377,7.31929637
b3029,8.71700137,8.389220002,8.688795981,8.633674175
b3030,6.747095266,6.822408402,6.683070736,6.70146267
b3031,6.594750231,6.737663825,6.822594627,6.902284863
b3032,7.339129548,7.304478615,7.661861273,7.631240789
b3033,7.016213415,7.134873206,7.167929007,7.064372685
b3034,6.490190614,6.69800532,6.626743709,6.847584341
b3035,9.207227129,9.243654103,9.386796446,9.290687008
b3036,5.153343063,5.431784005,4.302570092,4.480543511
b3037,8.133780465,8.304912081,8.143591241,8.092961642
b3038,7.855989746,7.780550982,7.501538535,7.500942453
b3039,3.860145087,3.762030282,3.88083614,3.633600867
b3040,6.238737539,6.295626416,6.452805414,6.655936588
b4756,4.553726525,3.824146308,4.668079577,4.057268094
b3041,7.766656756,8.026108245,7.590460098,7.367614654
b3042,9.202817947,9.025129961,8.876701316,8.747730078
b3043,2.755811039,2.344245115,1.765088508,1.555314863
b3046,1.679129937,1.80576628,1.94353592,2.198206295
b3044,0,0,0,0.370092975
b3045,0.453171783,0.870417725,0,0
b3047,1.476762321,0.737228798,1.394957864,1.361654449
b3048,1.270692541,2.019002693,1.494300381,1.490048984
b3049,7.170505659,6.77159925,7.730149525,7.818346674
b3050,1.970479898,1.757893052,2.508158292,1.894628958
b3051,1.683897902,1.831198881,1.886251719,2.1833153
b4664,2.716465709,0,1.431739231,1.477086831
b4666,0,0,0,0
b3052,6.042995041,6.116270749,5.741312588,5.809497241
b3053,5.61175385,5.634727996,5.754704865,5.730722486
b3054,5.140904957,5.228779291,4.984974057,5.0754388
b3055,6.850667268,6.975626029,7.783384639,7.667772872
b3056,6.779896204,6.833470663,6.861259562,6.926954495
b3057,5.86673759,6.204017837,5.530793571,5.778903369
b3058,4.862429738,5.308721319,4.264491869,4.526347609
b3059,6.054514364,5.818799228,5.926762721,5.848829114
b3060,1.570957603,1.65287675,1.670640669,1.668861806
b3061,1.070290831,1.245641218,0.921082453,1.336666162
b3062,0.869962102,0,1.006150781,0.771022947
b3063,0.936245657,0.596962575,0.701511124,0.851358737
b3064,6.297444251,6.573259682,6.475733863,6.429314165
b3065,12.91290708,13.10236304,12.78713129,12.66020639
b3066,7.626243679,7.870779691,7.454345891,7.323719591
b3067,8.80409898,8.836360599,8.962994225,8.925366817
b3068,6.969380774,7.390106086,7.365843467,7.440338691
b3070,6.27587795,6.398681194,8.066667977,8.051432738
b3071,6.075588702,6.306711296,6.895108799,6.720534913
b3072,3.516238144,3.645106358,3.582948603,3.696302294
b3073,7.968290849,8.006157869,7.966911398,8.038890415
b3074,1.002935292,0.80825587,1.338838062,0.973977699
b3075,5.236402893,5.345262413,5.165350118,5.196811859
b3076,1.504730783,1.388074272,1.252902039,1.31498192
b3077,0.455762121,1.078348823,1.237670128,1.414101053
b3078,0.860821516,0.231944805,0.512181577,0.457533922
b3079,0.209260493,0.76604345,0.651372122,0.378299042
b3080,1.232970277,1.186558882,1.305976355,1.518923976
